name,score,comment,vote,time
Z星驰007,allstar40 rating,大概这是第一部杀进豆瓣TOP250的漫威电影，其意义相当于陪伴我们一起成长的《哈利波特与死亡圣器（下）》，不舍告别。,9,2019/4/24
萨库拉,allstar40 rating,槽点很多，泪点也不少，没有在时间穿越的类型里讲出什么新意，但全全全员集合的镜头还是激动了，那一刻不得不服流行文化的魅力。四星都是给情怀的。,5,2019/4/24
草雉素子,allstar10 rating,说实话，有点拖沓。,4,2019/4/24
何倩彤,allstar40 rating,真的是一年代的KY。十年走恚每人都得「面目全非」。那美好的仗我已打^了、跑的路程我已跑M了，也算厝岣e，至少每人都真的哭了。如果AM有幼樱大概不是你所想的那印―AM可能是A手A胖肚子，可能是一祥和失去棱角，可能是垂垂n老，甚至可能是死亡，甚至可能是，十年恚那奈幢徽Z言套住，奈幢患で樗鼓樱奈幢皇狼轵C的，碰碰~，握握手，v身一S，已]有更多。,4,2019/4/26
丧皮士,comment-time ,我现在没法冷静的评价的评价这部电影，因为失望和感动的地方很多，但有一点很肯定，迪士尼和两位导演都是功利心非常强的人，他们知道观众的笑点和泪点在哪，所以可以直接忽略剧情逻辑往里面搪塞能带来爆点的东西,17,\
哔哔哔哔,allstar50 rating,所以钢铁侠他爸到底换没换演员？美队偷了一个盾是不是另一个美队就没有盾了？美队怎么把雷神之锤送回阿斯加德？,16,2019/4/24
静静的投资,allstar40 rating,一泡尿憋不住了，中途去上了个厕所，结果，什么？美队能使雷神锤了？？？,3,2019/4/24
翰小七,allstar50 rating,首映场太刺激了，平均两分钟鼓掌一次五分钟欢呼一次到了最后甚至是斯坦李的字幕出来都全场鼓掌。各种熟悉的场面熟悉的人物熟悉的梗鸡皮疙瘩一波接着一波！弱弱吐槽下，吧唧才是美队的羁绊好吗不要强行BG！以及寡姐才是鹰眼的此生挚爱官方锁了！还有就是，我可以三个字虽然说倦了，但还是要宣布小tom蜘蛛boy正式替代大tom洛基荣登我可以榜首。,7,2019/4/24
小斑,allstar40 rating,小伙伴在被剧透逼疯之前拉我们去看了……早场。第一感想：票真tm贵人真jb多。坐我边上俩妹子全程聊天+尖叫+哭泣。她们来看电影的主要目的好像是膈应别人。我本来该有的情绪也被她俩憋回去了。老英雄谢幕，新英雄登场。每个人都多少失去了点什么。为了赶结局，复联成员之间的感情反倒处理得淡了，剧情不算太有意思。都是感情分。本片最佳场面：寡姐和鹰眼相爱自杀（无误）。全复盟总结（个人向）：最爱的是美队，最帅的是鹰眼，最美的是洛基，最悲的是寡姐，最基的……居然是虫铁（感谢在这一部完全垮掉的其他cp们）,6,2019/4/27
会飞的石头,allstar40 rating,虽然槽点无数但还是T.T,1,2019/4/27
睡觉是头等大事,allstar50 rating,我没想到，蜘蛛侠5年后回来还在上高中。。。我也没想到，随着那句“I AM IRONMAN”缓缓道出，十几年的情愫在一部看似爆米花的超英大片中竟表现得如此温情，这样的情怀渲染足矣堪称史诗级。始于他也终结于他，这是当年那个放荡不羁、自恋狂傲的钢铁侠，我才意识到，他永远都会是真的钢铁侠了。随着美队的交接，也许这是最好的结局吧。当我深夜一人观影结束，走在浦东的马路上，唯有微风徐徐，树影婆娑，早没有了白天的喧嚣和热闹，竟第一次体验到了上海深夜的宁静与舒适。我们都是来自尘埃，如那响指一响，回归如初，人生再顾重来，无论是神是人，都发现只有身边人值得珍惜。再见了漫威，再见了初代的复仇者。8.8,6,2019/4/25
SleepWalker,allstar50 rating,我从来都不算漫威粉丝，我不熟悉漫画的设定，也未蹲过零点场首映，更没有特别喜欢过某一个英雄，但MCU电影从没落过，其中19部在影院观看，不下5部三刷以上。究其原因，漫威在新千年建立了一个前无古人的电影王朝，与星战、终结者、魔戒之于它们存在年代的意义别无二致，我们都是平常人，或多或少都有英雄梦，点燃这个梦的火种就是钢铁侠，十年过后，钢铁侠早已不单纯是个人物形象，他更像是精神图腾，提醒着我们这十年走过的路，这应该就是我、我们，如此沉浸其中的原因。所以，这10分，献给乳臭未干和高中同学周二翘课看钢1的我；献给因美队3结缘而恋情无终的我；献给曾经作为电影行业工作者而近距离接触他们的我。初代的结局肯定不会让所有人满意，或许MCU考虑过其他的方式，但我接受，这已是最好的终局，毕竟旅程再远，也要说拜。,7,2019/4/24
牯岭街子,allstar50 rating,"【S】
https://movie.douban.com/review/10132677/
这次，是真的都结束了。",9,2019/4/24
慎独,allstar30 rating,史塔克的女儿真是可爱极了，可惜万万没想到临东城史塔克的后台就这么绝后了。,13,2019/4/24
Chris Tang,allstar40 rating,节奏把控得不够完美，故事大体上都能猜到。没办法，作为近十年的现象级系列，平衡与掣肘实在太多，漫威已经尽力了。大量女权主义事先有预告，但黑人美国队长？实在有点太政治正确了，不知道川普怎么看。,3,2019/4/24
三竹,allstar50 rating,后半部分好看到我旁边那个一直用高音量给他女朋友科普的傻逼男生都顾不得回他女朋友话了。,15,2019/4/24
绿光,allstar50 rating,"儿时就被套住的一个英雄梦迎来了最高光的时刻，想想以前为看而看的系列无趣爆米花片，都因为这部的编织而变得有意义起来，每个英雄身上作为普通人的有血有肉人性被充分发掘，可以说刻意煽情，我却觉得这是最触动人的最真实的英雄光环。
Avengers,assemble!",5,2019/4/25
Salvatore,comment-time ,罗素果然拍成了美队杰克苏三部曲，某段剧情让我想到了星战7里面韩索罗那段duang over ,8,\
握不住的灵魂,allstar40 rating,有相聚 也有分离。三里屯美嘉九点场，出来也是在雨中了。,4,2019/4/24
deathcross,allstar10 rating,合着Endgame的意思是不结尾留着尾巴拍美剧？,8,2019/4/26
默语生,allstar30 rating,根本不用别人透，这片完全可以自己剧透自己，只要掌握几个推理前提：第一，片酬贵、合约到期的都会体面退场，越贵越体面；第二，后续电影和三部曲还没拍完的不会有事，还得留点伏笔；第三，女性和少数族裔肯定政治正确，但迪斯尼价值观不会允许任何BG结局和回归家庭以外的可能性。然则肥宅和妈宝招你惹你了嗯？结尾“真妇联”堪称最大笑点。三星。,4,2019/4/27
Y,allstar50 rating," “I Am Ironman”
年度最佳！回归起点的传奇落幕，可能比我过去看过的所有漫改超级英雄电影加在一起还要有分量，我曾经预想过它的千好万好，但从来没曾想到过它能这么好，激动到语无伦次加哭晕在电影院两项指标一次达成，我愿意把我无限的赞美送给所有主创！
另：字幕结束后有彩蛋，但不是以画面的形式呈现
无论怎么说，今天，我们也算是见证历史了！",11,2019/4/24
李九弟,allstar50 rating,"I AM IRONMAN.
WHATEVER IT TAKES.
LOVE YOU THREE THOUSAND.

五星送给片尾和这十一年（和本片无关，多说一句罗素兄弟拍不了史诗之作，他们只能捣鼓出合格的爆米花。）",7,2019/4/24
Tracked,allstar50 rating,w/cb 真的庆幸买了首映场 好多人啊 还买了配套的杯子和爆米花桶哈哈哈 nerd到疯魔 虽然比国内晚了两天但好在一直没有被剧透 不得不说美队的pp确实是american ass hailhydro笑死 深藏功与名 美队拿起xx时大家都惊声尖叫 后头哭惨了呜呜呜！一个时代的告别 放每个演员的签名太戳了 最后没有彩蛋呜呜呜 之前都有的... 感谢漫威给我们带来的感动和欢笑 怀念斯坦里老爷子 三小时不显长 看完半躺在cb车上 感到一丝疲惫 可能因为不知不觉感情上倾注得有些用力了吧 （最好笑短评“女朋友没哭的话注意一下了（ps最近看到一个日本浮世绘风格的超级英雄们 有、意思 名号都很符合 like铁武者八十五号 米国团长 雷神彻 蚁义贼 流浪人鹰眼～ （晚上sv给我打电话 爱你3000次,3,2019/4/26
Amiko。柒。,allstar50 rating,I love you three thousand times.,3,2019/4/24
CharlesChou,comment-time ,不打分了，respect,8,\
UrthónaD'Mors,allstar40 rating,看完只想说几点1.MCU forever。2.从此再无iron man… 3.队长在电梯里说那句九头蛇万岁时全场统一鼓掌 (当时内心吐槽，美队终于变成了小机灵鬼）4.那些英雄们再度出场时，影院里再次响起掌声。5.罗素兄弟毕竟不是温子仁，所以肯定不会有回魂ironman 和招魂Natasha了……,4,2019/4/24
超人叔叔,allstar30 rating,几个闪光时刻敌不过官方炒冷饭带来的煽情导向；这次片尾真的没有彩蛋 全程1.90:1满屏 IMAX09,13,2019/4/24
喵老师2333,allstar50 rating,首尾呼应，一个时代的终结。最喜欢的一对cp居然幸福的生活在了一起。,4,2019/4/24
Sidney,allstar50 rating,Avengers Assemble！,3,2019/4/24
efuchan345?,allstar50 rating,娜塔莎，托尼，我们赢了哦。,6,2019/4/25
子不语,allstar30 rating,感谢天，感谢地，感谢你们，终于完了。,12,2019/4/27
申由己,allstar50 rating,就一句话：挺心疼灭霸，连一个知心人都没有！,10,2019/4/26
明安,allstar40 rating,也就比还行稍微好一点吧……,3,2019/4/27
老橡树与小男孩,allstar50 rating,我最喜欢的角色居然为了宝石死了？？？让我哭一会。,1,2019/4/28
Godbulary,allstar50 rating,感动的点很多，但是结尾有强行退场之嫌。      希望26岁那年有一辆奥迪RS7。,8,2019/4/24
奶 牛 嘎,allstar40 rating,比预期的要好很多，本作多了很多情感戏很感人，比如雷神和母亲，鹰眼和家人，当然还有钢铁侠的牺牲那部分最感人。看的是漫威粉丝专场，气氛和反映要比普通场好很多，最后决战部分所有消失英雄回归的时候，全场大鼓掌和惊呼。,2,2019/4/24
孟飞升,allstar40 rating,成年以后偶然发现一部钢铁侠开始看了美队雷神找到联系发现新大陆似的到处给人安利反响平平，过了多年变成一段传奇，被别人当成童年回忆，还挺有年华老去的沧桑的。看着看着场面变成《魔戒》，但其实毕业集的感觉更像是《哈利波特》或是《GOT》第八季刚刚过去的第二集。大家都有各自的归宿，有了离别的预期也没有伤感。几处燃点全场欢呼，意犹未尽。妇联名副其实一起站了个场队长还剪了短发，本命即使变肥宅也最终登上了同一艘船，小蜘蛛也马上要愉快地放暑假。Tomorrow's gonna be another day.,3,2019/4/26
squareshan,allstar50 rating,全程都在跟随着时间机器的脚步回顾我过去的十年。从初三体育考试那天复仇者联盟一上映，后来不知道哪个年级和家人一起去看钢铁侠二，再到大二一个人去影院看美队三。去年也是赶来影院看早场复联三，那时候对自己去哪个国家读书、究竟读什么专业还一头雾水。现在已经明晰。我好感谢这十年有marvel的陪伴，今天，不夸张的讲，我的泪水持续了这三个小时。当战场上出现无数个金色圆圈、之前消失的复仇者们一个个从圆圈里走出时，我几乎痛哭流涕。感谢感谢你们的陪伴，辛苦啦！初代复仇者联盟！,3,2019/4/24
青春、乱,allstar50 rating,结束了，像失恋的感觉……,3,2019/4/25
低人雷 等6个人,allstar40 rating,当他看到她的时候，仿佛瞬间经历了整个人生，心里很平静。,3,2019/4/27
深夜声咽,allstar50 rating,i maybe cry a little bit也许是眼睛肿胀了，反正影院小哥是哭了哭着说没有彩蛋[捂脸]最长的首映午夜场了，最好别喝水别浪费钱买水了！我一杯鸳鸯带进去没喝一口出来，有人不自量力，i seems smell someone pee[捂脸]全片全IMAX画幅holy嗨鸭！希望有空去东莞华南摩尔的IMAX二刷！,6,2019/4/24
凹凸,allstar40 rating,最惊喜是Tilda Swinton的再次登场 最生气是Scarlet Johansson的丑陋发色,2,2019/4/24
Ixtab,allstar30 rating,"时间线乱成翔了一堆bug 气死我了（本来美队一句avengers assemble我都要哭惹（ps.竟然还有银翼杀手梗，以及是“I love you, 3000”不是“I love you 3000 times”（？",7,2019/4/24
今天早睡了吗,allstar50 rating,几句话说不完感想，谢谢你们。,1,2019/4/24
前田罗绮,allstar50 rating,天下最美的美梦都会有终点。感谢遇见你。钢铁侠。,8,2019/4/24
喵吉拉,allstar50 rating,超故意！真的超故意… 其他先不想讲。气氛是有生以来最好的一场。有一瞬间感觉是在现场看球赛。哭声笑声叫声掌声响成一片。也只有漫威爸爸了。,4,2019/4/24
不死鸟的红头罩,allstar40 rating,粉丝滤镜和跟风的太多了，这分数对真正认真拍电影的导演反而是种讽刺。8分,13,2019/4/24
我爱罗宾,allstar40 rating,比起过去的煽情和当前的壮烈更喜欢超英们失落的悲壮感。算是对漫威十年很完美的总结作品，最好的是这部电影又不只是一部电影，看过十年的观众更有感触,7,2019/4/24
白鲸,allstar50 rating,我们彼此拥抱，我们相互告别，我们爱过，我们来过，Farewell,5,2019/4/24
pizzali死胖子,allstar30 rating,单独给最后一小时4星,9,2019/4/24
阿子-,allstar30 rating,好吧迪斯尼你赢了……再有续集不会去看了。感觉是大数据编剧，谁的粉丝多就给谁发便当？四分之一的人都不知道谁是谁。。。粉丝向电影，发了好多糖。,17,2019/4/24
叶莫,allstar30 rating,无话可说 稍微好一点我都能闭着眼睛吹 这次真的太烂了 毕竟他们演的这么辛苦还是给个三星吧 真的很可惜 我觉得RDJ也会觉得可惜吧 ,20,2019/4/24
叉叉,allstar50 rating,I love you times infinity.,9,2019/4/24
24伪学术女壮士,allstar50 rating,从“粉丝捧场，大众惨淡”开始，到“粉丝辱骂，大众嗨翻”结束。漫威电影宇宙已经成为了震撼全球的文化现象，是一代人的影像记忆，是最时下的政治寓言，早就不可能回到“只拍给死忠粉丝看”的过去。一些死忠粉丝再无法接受这部电影对自己深爱的人物不尽如人意的塑造，也没办法对抗大众对好故事的渴望：好的故事不会是合家欢的故事。好的故事总是充满颓丧，悲情，苦痛，难堪。好的故事需要有“人性”的人物，而不是完美的“神”。,7,2019/4/25
大黑骡子,allstar30 rating,粉丝情怀应该大满足，但非粉丝就会被平铺直叙每个人都要顾到的节奏拖得有点心累。,9,2019/4/24
.M,allstar30 rating,英雄集结那一段还是有小小感动和热血，和前几部一样，整个故事基本没有让人惊喜的地方，套路化的剧情，叙事，表演，抒情。仅作为一路追来的这个系列的终结，似乎也没有对于完结的感慨和不舍。,8,2019/4/24
梦里诗书,allstar50 rating,《复仇者联盟4：终局之战》是漫威电影迄今为止最好的佳作，也是在这部电影中漫威聚集所有英雄，将漫威宇宙的魅力才得以了完全的迸发，其给人带来的不仅是一次酣畅淋漓的史诗之战，更让人泪目于英雄的悲歌，动容于这场横跨十一年的英雄告别。,7,2019/4/24
行为不端的安东,allstar40 rating,漫威春晚，漫长的告别。,2,2019/4/28
Cobain,allstar30 rating,对漫威电影实在是无感，表白黑寡妇。,4,2019/4/24
猪大腿,allstar50 rating,原本以为会看到《龙珠》甚至是《圣斗士黄金魂》之类的中二戏码，结果收获太多太多惊喜，漫威终究是那个十年没变独一无二的漫威！第一次看片尾字幕看到流泪。MCU个人排名前三：钢铁侠1，复联4，复联1/美队2并列。,3,2019/4/26
爱屯最可爱,allstar50 rating,最后哭的稀里哗啦，每一个角色都那么鲜活出现，他们穿越回去的每一部电影都是那么的熟悉，多少梗都能会心一笑了然于心，之前每一部漫威的电影都至少看过两遍，多少年的光阴啊，一场盛大的谢幕，就这样真的结束了，谢谢你们，在我的青春里走过。突然想起来，昨晚做梦梦到的都是漫威，梦到的冬兵和黑寡妇，具体他俩干啥忘了，但一晚上没怎么睡好，今天一早就起来去看了imax，是爱啊。,4,2019/4/27
Hushnore,allstar30 rating,钢铁侠正犹豫之际，奇异博士伸一支手指示意：“合约到期啦！最后一部啦！别墨迹，赶紧哒！”……灭霸为了理念牺牲自己，一个响指，无差别减少一半生物；钢铁侠为了亲友牺牲自己，一个响指，实现了有针对性的种族灭绝……话说灭霸想干的事，不就是《流浪地球》开头的牺牲三十五亿然后拯救苍生么？,3,2019/4/27
康报虹,allstar30 rating,《复仇者联盟4:终局之战》消解并重构了“超级英雄”所代表的含义，回望并告别了那些记忆尤深的人与事，这是结束，也是开始。,9,2019/4/24
圣哥,allstar30 rating,"营销做的真好，商业价值也太大了吧

漫威还有粉丝，哈哈哈(?ω?)hiahiahia",15,2019/4/24
安大帅,allstar50 rating,想了想还是打了五星，电影倒不是说有多完美，只是确实算是一个时代的落幕。无论自己平时多么不爽漫威，但终归自己这几年还是一部又一部看了过来，逝去的确实是自己的青春啊。纵观MCU，给我印象最深的还是美国队长，这次他终于圆了和她的一次舞蹈之约，也脱下了自己的战袍，英雄落幕，精神不朽。MCU十年，当之无愧的传奇。,3,2019/4/24
@鱼,allstar30 rating,还不如不看，上集大结局就可以了。铺垫了这么久，这就完事了。,3,2019/4/27
七少爷,allstar50 rating,虽然三小时实在尿点很多 但回忆杀实在太美好了 最后集结真是无与伦比的激动 妇联 ?,5,2019/4/24
某茶君,allstar40 rating,最后救小蜘蛛时，漫威女英雄摆出一副“红色娘子军”的架势，真是把我逗笑了。,4,2019/4/25
祝枫,allstar50 rating,"虽然没有陪你走过11年，但感谢你献给我们的21部佳作。
钢铁侠，美队，寡妇，雷神，绿巨人，鹰眼，感谢你们精彩了我的青春！！
爱你们，千千万万遍！",11,2019/4/24
Eco,allstar30 rating,并没有被感动，估计是美国漫改的煽情套路先天免疫。（漫威英雄背后的国家想象）,4,2019/4/25
巨米雨,allstar50 rating,"It is a decent goodbye, thank you all.",5,2019/4/24
应笑我,allstar50 rating,我不是漫威粉，但复联四让我第一次感觉到活在这个时代是一件还不错的事情。,9,2019/4/24
水蜜桃的夏,allstar20 rating,陪朋友看首映 电影院里鼓掌？？？你们在鼓啥？不下十次！！！,16,2019/4/24
扎亚,allstar40 rating,再见，十年。,1,2019/4/27
哦天哪天,allstar20 rating,"1981年，克莱蒙特在漫画中将变种人逼入了绝境，然后以逆转时间的方式搬回了败局；
2010年，弥赛亚再临里，叉人编剧部又故技重施，利用时间跳跃把敌人杀死于娘胎；
2013年，雷蒙德又一次把炸掉地球，然后让UA穿越回去拯救世界。
2014年，X系列的原罪支线，还是熟悉的配方――回到过去阻止大毁灭；
……
就在前几天我还在抱怨，漫威最没有创造力的就是叉男编剧部，一个逆转时间用了快40年。然而今天我发现不仅是叉男编辑部，复仇者电影也用了老梗。只能说这一代的编剧想象力都枯竭了。想必Markus在写剧本前与那些创作漫画的同行们交流过，最终总结出缺乏好故事的情况下糊弄观众的万能法宝――逆转时间。主线定完后，再死几个人，加入一些煽情的回忆，一个套路化的剧本就完成了。
没错，情怀和眼泪就是如此廉价。",13,2019/4/25
搪昂昂昂瓷,allstar50 rating,由欢呼和抽泣组成的漫威影迷狂欢?,2,2019/4/24
文森特,allstar40 rating,史上最强的超级英雄电影！！爽爆！！燃爆！！泪目！！Pee pants!!尘归尘，土归土。或者做该做的自己，或者做想做的自己。,3,2019/4/24
Spring,allstar20 rating,唉难道只有我觉得相当难看嘛……,3,2019/4/27
Cloud,allstar20 rating,前一小时基本是在唠嗑下浪费时间看的想睡觉，第二个小时才是正片开始，预期也知道是跟时光机有关，后边剧情也是快餐式的打来打去，结局也并没觉得什么特别意外，合约到期新老交替该淘汰就淘汰呗，商业烂片,9,2019/4/26
看看麻麻吧,allstar20 rating,撇开情怀，从一个电影的基本要素来看，只有视效可以堪堪拿两星。逻辑硬伤，人物ooc，“五年后”这种让人看了就发笑的渐隐字幕都能搬上台，求求罗素兄弟放过迪士尼。,23,2019/4/24
larenarde,allstar30 rating,身为漫威多年粉我这三星给的都勉强，超级英雄大片看多了导致看每个笑点都在导演前期漫长的铺垫镜头磨光了耐心，我只有一个“一点也不好笑”的表情面对它们。 以及有些趴真是bug的厉害 鹰眼本来在山崖上吊着后面又在水里醒过来 小蜘蛛五年还是高中生 他的校友也是吗 总有人毕业了吧！如果你说不看逻辑爽就行了，尼玛不看逻辑的片子你给我打9分？？？ 何况爽吗？？？？？ 这结局你告诉我叫爽？？？爽到砸放映屏，罗素兄弟再见,10,2019/4/26
灭,allstar40 rating,听说我们可以翻墙去FB，Youtube，Twitter上给老外剧透了，好开心啊，主要我喜欢帮助别人。  看完了，感谢漫威给我们一个完美的收官,7,2019/4/24
张很多,allstar40 rating,本银护粉的大泪点是魔拉格星，听到BGM简直嗷一嗓子哭了出来，然后全程在心疼火箭，上部里失去所有，这部里又亲眼目睹男神的崩塌，太惨了，不愧是“谁敢比我惨”天团成员。然后星爵你是不是又胖了？都快爆衫了，以后米兰诺号上就是两个死肥仔了。雷神致敬The Big Lebowski加分。然后，阿灭真的很淡泊，他干了那么大件事，却不过是卸甲归田开菜园。喜欢阿灭。,5,2019/4/25
知心哥哥noly,allstar30 rating,这个片的主要观众应该是12岁左右儿童，最后一部毫无惊喜,3,2019/4/27
堂邦嘉真,allstar40 rating,看的下午两三点的场，没啥人，舒服～～～,4,2019/4/25
夜神月的猫,allstar50 rating,高潮迭起，完美谢幕！血肉之躯，钢铁之心，凡人之力，比肩神明！这评价真的永不过时，我都要哭了！,2,2019/4/24
一只鸟枪加农炮,allstar40 rating,哈哈哈我看到有豆友在几年前畅享自己今年的复联4上映会不会结婚，会不会当妈的评论，恍惚有种时空穿越感啊。,0,2019/4/25
榭飞鹏,allstar50 rating,美队是怎么打赢灭霸的。因为他拿起了雷神之锤子。那么雷神做什么去了，他膨胀了啊。,12,2019/4/24
リ,allstar50 rating,心都碎了，眼泪根本止不住……每次都一脸嫌弃但又忍不住拯救世界的人啊，明明只是个凡人之躯。由你开始，由你结束。最好的Tony Stark，love you 3000 times,10,2019/4/24
拉链,allstar50 rating,"我爱你三千遍！
i am iron man！",7,2019/4/24
骡子骡子,allstar40 rating,【剧透预警！剧透预警！剧透预警！】史诗落幕钢铁侠，安享晚年翘美队，嬉笑肥宅银护锤，温文儒雅小浩克，套路交待黑寡妇。优秀的大结局，无愧这十年。,2,2019/4/27
小三的意思其是如果先生,allstar30 rating,其实我睡着了一小阵。但今次有点get美国队长，最喜欢的是督爷。,5,2019/4/26
雨前羽街,allstar50 rating,有多好看呢，就是即使知道逻辑上有硬伤，各种悖论的影响下也去他妈的，就是这么好看,7,2019/4/25
SundanceKid?,allstar40 rating,众口难调，作为一场事先张扬的告别，还是宏大的，也在幽默与感动，角色的发散和平和归家中做了接近理想的权衡。种种回溯，重逢别去故人，引向最后的大战，情感上的积聚更是聪明的。把最后一支舞留给你，知足了。星云的更深塑造是个惊喜，比较大的一处失望在于惊奇队长格格不入，甚至不该在本片中被推荐,2,2019/4/24
