name,score,comment,vote,time
lothron,allstar30 rating,我不仅不气，我还看得有点开心。虽然三巨头人设血崩，镜头毫无美感，剧情简单无脑，三个小时的时常完全是因为叙事太嗦节奏太慢所致，但是――但是打斗大场面呀，就像是回到了超英漫画的基础，关公战秦琼，众好汉各展所长，轻舒猿臂款扭狼腰，哇呀呀一通乱打，打就完事了。再撒上一点催泪的感情戏和一点其实get不到笑点的笑话，齐活。至于什么剧情设定什么人物弧光，就当是在放屁好了。没期待，没失望。,8,2019/4/26
明明伦,allstar50 rating,怎么说呢  这部电影给那些人狠狠一巴掌  什么人  就是那些说这种电影也就看个特效的人。另外  这个结局  意料之外 情理之中  电影院看电影  无数人一起鼓掌一起欢笑一起偷偷抹眼泪 包括那种过年的感觉  也只有漫威只有妇联4了  致敬英雄！,7,2019/4/24
DreamReaver,allstar50 rating,如果说复联3是完整的灭霸传，那么复联4则是一场回馈和自我致敬，给足了MCU观众所有想要的东西。虽然中段有点混乱，但足量的感情线描绘，还是让我们十年来对这些血肉丰满的角色积累的情感得以倾泻而出。最后的决战场面，其呈现和效果都堪比指环王的圣盔谷之战，零点场粉丝的欢呼声一浪高过一浪。电影史上最庞大的项目有这么一个结局，已然超乎想象，给罗素兄弟和凯文费奇respect。二刷再更新。,8,2019/4/24
Morty.,allstar50 rating,他终究还是完成了那场舞,12,2019/4/24
Timon,allstar30 rating,不如X战警的逆转未来 9.2分情怀分也太高吧  惊队人设全崩 ,10,2019/4/24
天蝎小猪,allstar50 rating,从一开始就渲染情怀，打斗和笑料都只是配菜，看到那些曾在记忆里留下深刻印痕或惊鸿一瞥的人物角色再度出现，各种感动油然而生、各种燃点恣意迸发，直到那令人饮泣的刹那，这不是单看这一部电影所能体会到的，是伴随着漫威宇宙一路走来的自己所始终憧憬和等待着的“有生之年”。最后，我只想说，“逝者已矣，生者如斯。”还有――去二刷吧！,4,2019/4/29
萝卜,allstar50 rating,"不知道评价什么
从三分钟哭到尾还缓不过来
粉丝真的会很激动很惊喜吧",5,2019/4/24
PortaBubbleJoe,allstar40 rating,近十年的故事线不疾不徐地汇聚至高潮，又巧妙地让moving on的主题贯穿始终，值得恢宏二字的爆米花片。前小段联想到守望尘世，感叹大基数下生离死别引发的社会行为太有东西深挖了。中段没什么新鲜的拍法，自我重复嫌疑大。但结尾那个人的离去和那支舞的兑现着实赚人热泪。,2,2019/4/24
豆瓣酱里的鸽子,allstar50 rating,It is truly an end of an era. I am Iron Man.,3,2019/4/24
思郁,allstar40 rating,这个剧情上真有点说不过去，有硬伤,4,2019/4/24
盛世美岩,allstar40 rating,爱这哭哭笑笑，爱过牵挂过的三千个日夜，远胜于爱这部电影。煽情戏足够给力，就像《速度与激情7》结尾对保罗沃克的怀念一样，犯规一样地带我们行走于过去十年令人难忘的角落，放下心头的伤痕，也带着你回顾这十年来自己的种种变化，数次让人热泪盈眶。可惜中间便还是漫威式的cliche，磨嘴皮子，主角光环，十年过后，强大如漫威也拿不出什么新东西了，这是一部近似完美的终章，但终究少了些独自发光发热的魅力，算不上一部五星级的难忘之作，大喊一声“I’m iron man”，送走了那个让人心心念念的老复联之后，这个宇宙也少了些让我能驻足回望的东西。,5,2019/4/27
李阿斗,allstar40 rating,看的时候满脑子都是过去的时光，天下无不散的宴席。,1,2019/4/25
Vulpecula.h,allstar40 rating,看到小蜘蛛回来了就很开心，太可爱了抱着无限手套。钢铁侠最终完成了使命保护了大家也牺牲了自己。最后哭到爆，虽然已经从种种暗示明示能感到死的就是他了。但没想到这么突然让黑寡妇就这么死了，太劝退了吧，不过里面的梗好多，hail hydra的美队简直满足漫画迷的幻想，雷神已经是笑星了，美队用锤子也是点燃了整个影院hhh,0,2019/4/24
aMI,allstar50 rating,一部电影，一个时代。下个10年再见~,4,2019/4/24
姜斋,allstar30 rating,只值三十块…,8,2019/4/24
birds,allstar40 rating,所有的时空穿越电影都是扯淡，于是在这里我们扯一个更大的淡。,6,2019/4/24
回眸一笑百媚生,allstar50 rating,只不过是一个阶段的结束 怎么那么多人看起来都像是看mcu最后一部。。。,7,2019/4/24
,allstar40 rating,老伴儿孩子热炕头的世俗生活是终极幸福啊……,3,2019/4/27
小鬼Bono,allstar30 rating,跑马灯，似乎重点都在回顾、致敬及和电影狂热粉的交互上。Thanos 垮掉，除了主推的铁人外只有Dr.Strange一个角色上能看到点纵深。前面感觉过于拖沓，场面设计不够精彩。,2,2019/4/29
陈老师好,allstar50 rating,本尼：托尼你是我们胜负的关键！,4,2019/4/24
蝠蝠,allstar50 rating,"复联一到复联四，从初中到现在，我爱了，哭了。
真实落泪数次，目瞪口呆十几次，三小时无尿点，我都不知道怎么形容此时此刻的心情了。
如果说哪个凡人能够比肩神明，他的名字一定是托尼・斯塔克。",5,2019/4/25
安?,allstar50 rating,有圆缺，但爱你三千遍,1,2019/4/25
Henrique Asano,allstar30 rating,作为最终章，故事总算讲清楚了，大片的基本要求,1,2019/4/29
Mona Lishark,allstar50 rating,Worth the wait. ,2,2019/4/24
蒙尘之徒,allstar50 rating,天不生罗素，漫威如长夜,5,2019/4/24
非常不小心,allstar30 rating,我上一篇豆瓣影评是写给DC的，其实写了一半篇幅给漫威，还写了一个细节，可能很多人不记得，漫威宇宙的第一部电影《钢铁侠》，早于美国本土三天首映，你可以从象征意义上去认为，漫威宇宙诞生于中国。这就是为什么漫威系列不管多烂，总是排片满满，总是没道理的高分，这是十年青春的结集，周星驰给不了的，漫威填满了。当然，超英电影我就看个乐呵，虽然我也一部不拉地看齐了，但大多数是自己一个人看的，以至于谁出场都没唤起我任何情怀，我吃过的快餐太多，论最好吃的快餐嘛，就，对付生活而已了，实在没有必要感叹啊 。,3,2019/4/28
莫逆,allstar30 rating,那么多人去打一个老农民挺搞笑，话说回来，也只有漫威粉能熬过前面两个多小时然后还要吹,7,2019/4/28
Castor,allstar40 rating,"I love you 3000. 我对漫威宇宙系列没什么情怀，但是一部没少都看过。亏得如此，犹如总集篇的电影前半部分，每一个梗都能get到笑点，死肥宅Thor成了搞笑担当，【世界上最棒的奶奶】意外的吃了很重戏份，短发的惊奇队长帅到爆炸，绯红女巫终于carry了一把。讲真，三小时的时长太长了，很多拖拉的情节，剧情逻辑也有很多没法自圆其说的地方。可是最后的大决战，值得之前漫长的等待。当美队高喊【avengers】时，千军万马来相会的场景，让我不禁想起【勇敢的心】里华莱士的那句【freedom】以及【指环王】中圣盔谷战役那句【为了刚铎】。I love you 3000, goodbye avengers.",2,2019/4/26
Something。,allstar20 rating,灭霸绝壁是艺术家。交付自身力量给予世界绝对公平，然后孑然一身于某个孤独星球花园里终老。反观打响指的铁人，凭什么你们队友全活了？灭霸的部下们难道都是没有家人可以全军覆没的嘛？？一星给猩红女巫，也太好看了八,8,2019/4/26
小阿曾阿曾,allstar50 rating,我不想活了不想活了我不想活了 爱你三千遍 我是钢铁侠,3,2019/4/24
白色的蓝?,allstar30 rating,每次看漫威都会睡一会…,4,2019/4/27
今晚看电影,allstar10 rating,我的娜塔莎 3000,11,2019/4/25
半岛铁盒的晴天,allstar50 rating,谢谢你们，青春有你们陪伴，我很感动～,4,2019/4/24
cb400ss,allstar10 rating,你叨叨叨叨叨，你好比浪涛，三个小时，叨逼了两个小时，剩下一个小时组合王八拳乱抡。,20,2019/4/24
一坨的一坨世界,allstar50 rating,人生啊，有多少十年。Loki，Vision，还有其他人，看到了吗，我们赢了。我哭的好大声。,4,2019/4/24
千舟,allstar20 rating,快快走好漫威，真的，十年结束了，你也该消停消停了，你从开始的好好做电影，慢慢变成了套路和圈钱，这种剧情，就好像拿枪逼着你让你哭。,23,2019/4/24
{莫热},allstar50 rating,MCU22。对于所有在满座剧场观影的观众来说，都是难得的巅峰体验，看着角色们死死生生，从穿越回经典场景、到大结局中走出的一个个在复联3中殒灭的角色，观众惊呼、抽泣。这段电影旅程告一段落，我入坑较晚，但好歹是抓住了尾巴，没有枉过一生。2019年4月GV观影,2,2019/4/25
OpinionatedDbU,allstar30 rating,看了。有点长，不耽误大家时间我就剧透下结尾，蝙蝠侠最后没死。,3,2019/4/24
噗效愚,comment-time ,被拖去看的，坐下就开始困，五色令人目盲。开场十分钟就眯瞪过去了，断断续续睡了俩小时，见证了小辣椒拖垮整段华彩感情戏，剩下醒着的时间努力想搞懂谁是谁，大家都告诉我看看单体海报按颜色认清主心骨就得了，幻视是哪个？星云呢？奥创呢？you tell me.【超级英雄电影和高等数学一样，对我来说门槛太高太高了。,7,\
潋 | Béatrice,allstar40 rating,虽然七月的小蜘蛛才是第三阶段收官之作，但这部也是这个长达11年的时代的终篇了。四平八稳的好莱坞商业电影，剧本的琢磨和技术的高度都妥。第一个小时在衔接上一部的剧情寻找solution，第二个小时在铺垫和实现solution，第三个小时打群架。文戏还是略冗长，但那么多坑要填那么多线索要捋那么多人物要交待，也没法再压缩，节奏已经挺好的了。武戏不说了，漫威拿手。长镜头有点滥用。惊奇队长这个角色有如笑话。队长拿锤子盾牌一起揍灭霸，和全员登场支援，这两个场景把我激动坏了。可比肩神明的铁人，多谢。不相信寡姐真的去了（虽然还有可能回来），我也爱你三千遍！老坑都填了，但感觉美队还宝石那块可能反而新开了一个惊天巨坑。感谢11年的造梦，谈不上铁粉，但也能体会这份饱满丰富的情怀。队长终于补上了那支舞，但是还有下一阶段，我们先不说再见。,3,2019/4/27
Nie-Rong,allstar50 rating,"我永远无法理解有人觉得Thanos可怜，我简直希望导演安排钢铁侠抓住他的头说：Hear me and rejoice, you are about to die at the hands of me, you have had the privilege of be saved by the Great AVENGERS, be thankful that your meaningless live is now contributing, you may think this is suffering, No, it is salvation. NOW TELL ME, WHAT DO YOU FEEL TO FADING TO ASHES?",6,2019/4/25
MeroYang,allstar50 rating,醒过来看自己晚上迷迷糊糊手帐上写的赫然是【复仇者联盟4:五军之战】,3,2019/4/24
phoebe,allstar50 rating,"其实托尼某种程度上也和灭霸一样，为了捍卫一个抽象的理念甘愿牺牲一切具体和个人的东西。
可为什么我们总是站在复联这一边，为什么我们会相信他们的信念，会为他们的牺牲和选择感动？
因为我们是人类啊。
谢谢a锅坚持不懈地向我安利一些我本来一点都不想看的片（上一个是指环王，预感下一个是权游）。我很感动，真香。",4,2019/4/27
MADAO,allstar40 rating,现在你们知道春晚导演多难做了吧,2,2019/4/24
常小宝,allstar30 rating,反正300块出去了，以后不要再拍了，谢谢。,9,2019/4/27
河狸,allstar50 rating,最终战燃到爆！而且非常巧妙的把前几部的剧情回顾了一遍。,3,2019/4/24
KinG羽,allstar40 rating,圆满了，重逢是一种圆满，离别又何尝不是。作为终篇问题不少，但看得出对粉丝的体贴和感恩，没有枉费大家一直以来的支持和期待。作为几乎看遍漫威电影的非漫威迷，还是想要感谢这些老熟人的陪伴。春去春来，花谢花开，没有终点。,2,2019/4/25
HaGaU,comment-time ,从蜘蛛侠开始入坑 18年了 这是一个不圆满的句号 缺口就靠漫威以后的作品来填补吧,3,\
SYL_E少,allstar50 rating,超级想看，我以后也会制作出这样的中国电影??当所有的线索连在一起时，就是结束的到来。很强的叙事节奏。很强的情节设置。很强的故事逻辑。。拒绝剧透?,1,2019/4/24
奈落,allstar30 rating,还是熟悉的罗素处理角色的方式，安排谁死谁就死，非常强行毫无逻辑。这部里崩人设的也一大堆，呵呵。,14,2019/4/24
Jin Unrated,allstar40 rating,MCU 几乎是用 CGI 包装过的希腊悲剧。悲剧的主角是伟大的思想者灭霸。,2,2019/4/25
考拉赵小胖?,allstar50 rating,表白朗爹！大家各得其所，另外我好奇灭霸在里边是不是盘核桃了？,3,2019/4/24
大海绵,allstar30 rating,3.5。结局处理和预想出入很大，万万没想到是牺牲了整个系列最讨喜也是我最喜欢的角色。作为一个95后，虽然不是漫威粉，但确实是看着漫威电影长大的，甚至看到一些对前作的致敬梗以及导演本人的客串还会会心一笑。尽管剧作上还是脱离不了公式化的通病，但能感觉出对于这部十年布局的收官之作导演还是不想让其彻底流水线化，因为主题和“时空穿梭”有关，导演一直在做一套和主题呼应的的剪辑体系，以及浪人日本戏份的长镜头处理全程通过刀的指向做视角变化，都是在导演层面做风格化的尝试。作为漫威第一阶段的灵魂人物，最后的葬礼太潦草且肤浅了，但美队卸任确实处理的不错。,7,2019/4/24
摩西不夜奔,allstar50 rating,"感动、满足。这依然是一部完整的电影，也是钢铁侠带领初代复仇者的完美落幕，因I AM IRON MAN起与终，11年前拉开的科技幻想神话的大幕，讲了一个科技精英引领的11年的无限传说史诗，采取了最聪明的叙事结构和结局选择。钢铁侠和美队分别代表反恐与科技时代新英雄主义与传统美国精神，把北欧神话、泛非文化和女权角色融为一炉，漫威打造了一个新世纪的银幕神话。至今回忆起，初次穿上战甲展示的真实精致炫目热血的情景依然记忆犹新。
期待漫威宇宙给新的英雄更多空间，开始一个新的时代。",5,2019/4/25
anich,allstar10 rating,"我Nat , 我Cap !甚Ny七八糟的Y局！Fuck Russo !",15,2019/4/24
淋酒,allstar30 rating,看哭了是因为角色，罗素还是一如既往的boring ,3,2019/4/27
what?,comment-time ,endgame应该还会是一个人刷,0,\
赤之彗星,allstar30 rating,【6】如果说这是同人电影，或者S8那种大结局SP我都信。。。也算完整地亲身经历过这21世纪头20年最大流行文化事件之一。为了串场景整个故事支离破碎，不过也行吧，大家吃这套。开头20分钟非常喜欢啊，有一丝当年玩《幻痛》的感觉。还有个别场景设计的蛮有意思。但真要把你当一电影看，真是无语凝噎。,3,2019/4/25
alongtimeago,allstar20 rating,不是一两句能骂清楚的，拍得比3还难看，锤整个疯疯癫癫比肩a3绿巨的设定完全是崩坏的，惊奇女士去凹造型也算不上。朗蚁话唠可爱戏份多没了。两位初代的强行牺牲脸谱到我惊，众人物集体回归场面乱炖到我惊。从“we don’t trade lives”到“assemble”cap的结局在我心中从不圆满。cp全be以及完全可以剪成两小时的，三小时反倒没啥实际东西还不如给那些永远也回不来的人多几个镜头。假剧本假预告段子一套一套营销飞起，罗氏兄弟死了again，这样的十年收官不值且恶。,15,2019/4/24
anewpig,allstar50 rating,“所谓命运，是某一时刻，你明知道自己有千万种选择，可上天也可入地，却永远只会选择那一条路。”这一代的超级英雄落幕了 其实总会落幕 只是在我们心中无人可以超过他们 “Let's get this son of bitch" "I am Iron Man" 此生无悔入漫威,3,2019/4/25
陆源,allstar30 rating,紫薯怪为什么替宇宙这样操心啊，我感动了。,10,2019/4/24
深度电影圈,allstar50 rating,全是惊喜，全是彩蛋，全是圆梦。有欢笑，有泪水，有遗憾，有希望，有无法接受，有新的开始。十年如一梦，但会记到永远。,8,2019/4/24
可可熏,allstar50 rating,2019.4.24 00:00 A6 forever,2,2019/4/24
宋小卡,allstar50 rating,值得中年人为之熬夜。,4,2019/4/24
冰岛好人,allstar30 rating,中规中矩，就是随便随便回忆全员露几下脸而已，算是基本收尾了，有点失望，时间穿越原理和为什么原石都能重启宇宙却不能复活死人都被糊弄过去了，惊奇队长这个角色真是仓促又突兀，美队玩九头蛇的梗还行，电影开始前买一送一拿了两杯奶茶，美队拿起锤子那一刻差点尿崩,11,2019/4/24
Bigteeth,allstar30 rating,基本就是我上小学时就跟同桌比谁的圣斗士贴纸上人多的水平。,4,2019/4/26
ZeonGin Sou,allstar50 rating,十年一梦，传奇终结。,2,2019/4/25
宇小敏,allstar50 rating,本非粉从头哭到尾。,2,2019/4/27
小天猴大眼萌,allstar50 rating,挺好的结局。,3,2019/4/24
瑞波恩,allstar50 rating,冲情怀打满分，高潮段落此起彼伏，黑寡妇钢铁侠相继阵亡，加上绿巨人被辐射成残疾，这种扑面而来的壮烈感，为了全宇宙前赴后继舍身取义的大无畏英雄主义，怎么也足够我们肃然起敬。当然作为电影本身bug也不少，剧情上对不熟悉漫威宇宙的观众可以说很不友好，但是作为收官落幕之作，本片交上了一份相当不错的答卷，足以抚慰漫迷孜孜以求的内心。PS 现实的焦虑与竞争体现在漫威宇宙里，混沌本是宇宙本质，无论穿越还是拯救，都是每个渺小人类逼不得已的选择，为了生存拼了！,3,2019/4/28
飞过海的海洋,allstar50 rating,"???
???
热浴盆时光机笑死",2,2019/4/24
银色卷毛猫,allstar30 rating,充满了牵强的情节和刻意的煽情，又让粉丝不忍对逝去的三个小时和看似丰富的终结篇“苛求”什么…就 我永远喜欢Tony Stark吧。放下过去安然度日不可以，定要给他一线希望；无牵无挂拯救世界不可以，定要Q生他的骨肉；体面退位更不可以，定要用命运之手摆布他。他像加缪笔下的西西弗，不同在于，he succeeded whilst he lost everything.罗素兄弟失度到令铁唯屡屡愣住。,13,2019/4/24
此在一刚.avi,allstar50 rating,所以其实漫威宇宙的价值观就是：良心资本家+爱国军人=美国。剩下的角色可以囊括神、俄国人、英国人、东亚人、黑白黄女人、机器人、半机器半人、AI、小动物、小树苗，但你们不管能力多强都主要负责扮演diversity，不负责完成决定性剧情。霸霸的手套，锤锤的锤锤，只有象征美帝核心价值观角色才配拥有。不管制造出多少超神角色，最后也必须依靠美国精神（而非普世价值观）拯救世界。,7,2019/4/26
peaddy,allstar30 rating,"我给三颗星 我不吹爆 （利益关系 漫威观众）
前期的过度宣传未免抬高了我对这部电影的预期 造成了我心理上的落差感 但其实它勉强还是能算中规中矩 
还是那样精彩的武戏＋没有那么精彩的文戏（最精彩部分在黑寡妇的..）还我black widow！哭
英雄的落幕 其实
我不知道为什么看的时候觉得一直在被折磨 一种说不出的难受感
终于结束啦 期待下一个阶段吧 初代复联啊 舍不得 但永远在我心中have a space
（btw 看了穿插的彩蛋 和一些隐藏的细节 我升到3/4星的评价( ????????????????? )，但开头的部分真的要拍那么长吗?有的部分真的要那么长吗?i keep doubting）",9,2019/4/24
孤岛影者,allstar30 rating,三星半。当时418粉丝盛典活动，身边粉丝人气最低的凯文・费奇，才是MCU中最值得夸赞的人啊！本片第一部分是有镜头设计的文戏，升镜头、景深构图和长镜头三幕瞄准同一表意――人类的渺小和无助，缺点是情节上有所拖沓也导致了台词缺陷暴露。第二部分是剧情设计优良的科幻，尤其盾钢部分与MCU往作的互文，缺点是与《惊奇队长》同样的问题：踩他而难捧己。第三部分是动作设计感优化的武戏，缺点同《复联3》在于能力配比问题。整体好于前作，有不错的视听部分，有不刻意的煽情也有圆满的告别，结尾甚至是同《复联2》产生互文，但最大优点嗨点依然还是来源于电影外（前）的人设铺垫。影后登场惊艳但演技尴尬，惊队太强只能强行酱油。笑料众多却依然同以往：大多笑点和同场观众不在同一线上，其中最惊喜当然是“勒保斯基”的梗（仿佛看到《钢1》反派的崛起）！,8,2019/4/24
Harmonica,comment-time ,属于漫威粉看了一本满足的电影吧。论商业爆米花大片电影宇宙的布局艺术，米老鼠确实是成功的商人,3,\
你蛋姐,allstar50 rating,英雄全部出来时侯真的好炸,6,2019/4/24
猫,allstar50 rating,漫威十年 respect！！！,3,2019/4/24
所有团的团长,allstar40 rating,一个为了让所有人都出现一遍的3小时英雄人物大混剪？感觉再压缩一个小时节奏会更合适点啊，不然除了追了11年的漫威的情怀真的只想打3分。,3,2019/4/25
之晨,allstar50 rating,"9.0
蚁人果然是关键点，雷神成废柴大腹便便，逆转未来的往日时光怎么也看不厌，为了与至爱的片刻就能不惜一切，九头蛇万岁的美国翘臀笑点很来电，黑云压寨时的英雄同框终于出现，十年布局等待而来的这一刻止不住泪腺，葬礼镜头缓缓移动是对美好时光的最好怀念，超级英雄回归平凡而平凡如我有了超级英雄一样的体验，感谢漫威的陪伴就此落幕要说上一句爱你三千遍!!!",8,2019/4/24
胸口碎大石,allstar40 rating,迟到的那支舞催人泪下，一切都是最好的安排，漫威12年的阶段结束，加一星为情怀吧。,0,2019/4/24
k341,allstar30 rating,你们自己说值不值这么高的分，这要是DC拍的直接6分以下，一个半小时的前戏，无限多bug的时间旅行，最后来个全体人物大出动就完了。说实话漫威要还打算这么拍电影，可以预见的崩塌。我从未黑过漫威电影，但这部片子能9+就是个笑话,20,2019/4/24
神猫夏洛克,allstar50 rating,奇怪的情景：去年和我一起看复联3首映的大学班长，今天在我身旁看到最后忽然啜泣起来。唔…他确是走心式喜欢这个系列。,4,2019/4/24
帝江,allstar10 rating,"十年，那么多人那么多故事，那么多心血那么多热爱，最后就给我看这个？！我宁愿Thor在上一部化成灰，最后的响指是美队打的，而妮妮能给女儿一个完美的童年。Begin with Ironman, end with Ironman. 期待着那些将要退场的人都能有个decent goodbye，架不住官方带头OOC。我爱的人们都已经死了，精神或肉体，都结束了。",7,2019/4/26
深邃,allstar50 rating,这个片子让我思考我们在豆瓣打星的依据是什么？缺点实在太多，但我觉得这个项目已经做到最好了，你可以想出无数个把剧情改得更合理更到位更精彩的方法，但那样我肯定打不了五星。当然别人可能打得更高，但关我什么事呢。,2,2019/4/29
电音巨师小老陈,allstar50 rating,回到未来梗是过不去了吗…………,3,2019/4/24
六十六个猴,allstar50 rating,没错，就该砍掉极端环保主义者的狗头。一遍不够，再砍一遍。,5,2019/4/27
宇宙一蜉蝣,allstar50 rating,"今天休息，下午想到就去看了，里面很多话语都挺有感触，挺不错的电影。
寸金难买寸光阴，你戏弄时间时间戏弄你。类似吸血鬼日记想要改变什么，就要付出什么。
也许还是卫生院的工作好，虽然钱少。人生就是寂寞如雪，生活就是比较平淡如水，但是电影还是一个不错的消遣方式。还可以找一些其他的感想。这部电影拍得不错的，但是二刷。可能不是那么值得。",4,2019/4/24
Andrew,allstar50 rating,复仇者联盟两大元老，一人用完无限手套化作尘土，另一人用完雷神之锤解甲归田。除了各种前作电影梗和超重量级漫画梗的化用以外，居然还特地致敬了一把The Big Lebowski，简直处处惊喜。当代神话感和厚重感在不觉间竟已构筑得如此到位，系列中纵有不尽如人意之处，如今也算是迎来一个perfect ending了。,2,2019/4/26
PixelGirl,allstar40 rating,我爱斯嘉丽 7年前觉得她不应该接黑寡这个角色  今天觉得 她就是她 ,3,2019/4/25
So,allstar30 rating,平静地结束了。高潮不够，故事又散，真的没必要3小时。初代的谢幕让人唏嘘，美队的戏份多到直接暴露罗素兄弟的脑残粉属性。啊，以为是跨年，结果是聚众吃了顿宵夜，想说的太多，但啥也没说清！（还我妮妮！！！,13,2019/4/24
