瓦达西瓦又又又桑只爱这巧克力,3 星,就标准的《黑社会》加《无间道》好么。。几乎都能找出来对应的角色了。。山寨成这样你给人家版权费了没啊。。给4星及以上的去看港片好么！这么一比我hk电影简直就是东方巨制啊。。。听说米国还买了版权。。米国佬是傻逼咩？花不起钱买最佳拍档和银河两家的版权吗？主题配乐很好听。
某J。624,4 星,可看度极高，每个人都演得很赞，但黄政民还是太牛b，再加上丁青这个人物，重情义又够狠，仓库、电梯、医院，三场戏印象深刻。不过论狠谁都比不过警方，兔子急了会咬人，人心易变，没人知道最后变成弃子的会是谁。看完最后回忆杀的我，因为这伟大的爱情哭了！
jiji,4 星,细节上有几处小问题，可看性蛮高的。结尾好。
神经病有所好转,5 星,无间道+黑社会，各方面一流，难怪索尼这么快就准备翻拍了！崔岷植发挥空间不大，黄政民最厉害，中国山寨和黑客真是为国长脸了 哈哈！推荐
人淡如菊。无奈,4 星,顶黄政民的演技 李政宰的颜似乎是混合了好多我喜欢的男演员 崔叔没啥发挥 结局么从崔叔打电话给子成老婆时就预感到了！前半有些拖 吐槽点：天朝躺枪  三星半
铲铲,3 星,很少看韩国电影，看完《暗杀》后来的，没想到又是李政宰~演技非常好，可是仅仅作为黑帮电影来说，一是剧情不紧凑，我觉得压缩到一个半小时就可以，二是没有非常明显的冲突，全靠男主演技在撑，两个女主都可有可无。
游坦,4 星,如果两边都一样 李政宰选另一边不奇怪
君临梦飞,4 星,有些方面它只有棒子国可以做到。这是一条山寨路线，百花错拳
stacy,4 星,有点装逼，还有不够黑暗暴力。
张博,3 星,组织不可靠之后，干脆黑化了，并最后报复了组织。
无数,4 星,寿长乃无间地狱之大劫。
黑森林,1 星,山寨中国香港黑帮片。1星送神演技的崔大叔。
简约主义C,4 星,算圆了一个 警察卧底当上黑帮老大的梦  剧情也算黑帮片中的中规中矩 但是挺耐看
喵,5 星,最近爱上了棒子的犯罪片啊```
罗马路,4 星,中国黑客牛逼
bay135,4 星,相比无间道的浪漫，无间行者的写实，这部韩国版本的翻拍感觉更沉稳，更完整。整个风格比较隐忍，关键部分也不失张力，镜头工整，音乐出色，非常的成熟。相对于原版，除了一点点框架上的东西，剧情基本改的面目全非。尤其是两边都有卧底变成只有一边有卧底了。。。可惜了。
###疼,3 星,李政宰 崔岷植 黄政民三者的表演都很到位，主角李政宰和黄政民也比较出彩，十足韩国黑道味道，剧情就是卧底之变节，影片剪辑干净，剧情紧凑，但整体感觉未够深入，貌似只是以一个局外人的身份看整件事，虽然觉得很场面宏大，但感受又不够深刻，不过结局的闪回也很不错，加分
PT峰狂电影,4 星,韩版《无间道》+《黑社会》精华混合版，西装笔挺黑道社会，为达目的不惜动用一切手段的姜科长，陷入牢狱为求报复甘愿被借刀杀人的李仲久，顾及情义甚至不惜将自己置于险境也没揭露兄弟卧底身份的丁青，被一步步逼入绝境的卧底李子成，就这样在各方的影响下彻底洗黑打造新世界。★★★★☆
大队支书王佳青,4 星,女警察的胸很大，胸很大，很大，大！
列宁再见,5 星,已经开始超越港片
STRANGER,4 星,中国话太别扭了求别用分分钟出戏，中国黑客如此牛逼简直太长脸！子成他老婆居然最后没来捅一刀果然是我想太多！既商业化又偏文艺，无声中尖锐的划裂声很美，感觉就是绕过了无间道有点小突破吧挺好的。韩国黑帮打戏血多又飘逸真是每个导演都这尿性啊我居然看习惯了T T。
二不休,3 星,三星半
"杉小爱|好姑娘,咱们走起来",4 星,好伟大的爱情片，我都快哭了。卧底卧到这份上，才叫熬出头了。
slingXXXblade,5 星,给黄政民点个赞，基情大过天
Marty McFly,4 星,最后有点《教父》的感觉？朴圣雄很出彩。
林小七,4 星,做不了苦大仇深的好人，真想当个心狠手辣的坏人
Clarke,1 星,所以吧，上帝角色不好当吧。智孝女神也真是辛苦。西巴！
凤凰,4 星,披着《无间道》的皮，做着《黑社会》的事。两个小时的片子略感沉闷，但随着故事主线的展开也能慢慢的看下去，最后的那个片段无非告诉观众，做事别太过，时间真的能改变一切！老崔这角色要是换成像黄秋生一样的话，也不至于最后惨死……说实在的 老崔这角色真没演出花来……
九棒歪打,4 星,警方卧底熬出头成为黑帮老大。和‘无间道’比，好一点吧，更酷更现实。
囧萌萌,4 星,近墨者黑 真理 基片
一苇杭,4 星,赞！赞！赞！
bearhao1976,4 星,时势催生英雄，丁青比谁都明白，为兄弟情牺牲自己成全子成。
獨孤島主,4 星,朴勋政的剧本，几乎无懈可击，但节奏到最后失衡，比柳承莞略逊一筹
NickyROி,4 星,前面沉闷俗套的铺垫都是为了最后让反转来的更加震惊吗
李若水,5 星,牛逼，真牛逼。
佳宋,4 星,大家都太出色，李政宰就显得不给力。
董小长,3 星,20131029jtl除了黑社会兄弟情是看点以外，其他都远比港产卧底片要逊色，可惜关于兄弟情的描绘太少了，该细致的不细致。警察也好，匪徒也罢，人都是有感情的，当一方努力把自己塑造成混蛋时，就会逼自己人叛变，这是人之常情。节奏太慢，有些地方完全可以删减，科长和大哥演得好，前半程弱，收尾不错。
yolanta,4 星,是说黑道的兄弟情更真吗？演技都不错，黑中国山寨也别太认真。总体看，除了血腥和前半段的有点拖沓以外，4.5星是足有的
说唐说唐,5 星,我的菜~
π,3 星,韩国人眼睛怎么那么单，坐牢的人好丑，主角和被砍好多刀的人演的挺好，逻辑上不明白为什么把他资料锁起来了，看起来后面一段似乎是解释，但还是不明所以
小蘑菇一朵,4 星,很炫酷的卧底片！
如意算盘,5 星,卧底警察一黑到底黑白通吃扭转乾坤！无间道中的无间道。
心之呢喃,3 星,为什么韩国电影都要两个多小时……刚看完《传说的拳头》不就，又看到黄政民，这次从唯唯诺诺的面店老板变成平时玩世不恭，关键时刻心狠手辣的黑帮老大，演员的实力可见一斑。崔岷植也又坏家伙的世故变成了老练。两位好演员把主角的戏抢尽了。剧情方面，没什么特别，像是《无间道》和《教父》合体
孙正达,3 星,全是男性，很有政商，商战卧底，延边老棒，警察也坏，背后捅刀，丁青素质，打死另外，电梯血战，被吓流产，心狠一点，成了会长，六年之前。（十个影评）
ムルキキ,4 星,对黑帮戏毫无兴趣的情况下能不觉乏味地看完全片，可见故事节奏，剧本张力和人物刻画都不错。无间道的故事来来去去这几类，逼良为娼的挣扎表现得不错，只觉得人性层面也许警察尚不如黑道。P.S.丁青大哥对李子成是真爱。
KinG羽,5 星,同是讲卧底，没无间道们带劲，但也有自己的特色，就冲那“只要心够决”的结局与“两小无猜”的回忆，给五星没商量
芝麻红糖小花卷,5 星,说到底世界还是靠着情分运转的
StrawDog,3 星,腻味啊。假表哥倒是不错
wjule,5 星,虽然各种模仿，但还是很好看！
聚羽成翼,4 星,好孩子都是这样被逼坏的。有人就有江湖，你退得出嘛。
probe,3 星,从无间道与黑社会延展出卧底上位的反转算个点子，不过细节漏洞还是不少，结局对除掉警方上层更是不知所谓，韩式煽情造成的节奏延缓也让结局早能在观众的意料之中。李政宰与崔岷植可能是严肃的角色定位所限，没有黄政民发挥的尤其自然洒脱。影片诸多的华侨设定很有点被外部势力控制的政治恐慌寓意在里面
旺财sindy,3 星,不能接受崔叔变崔爷！！！啊啊啊！
超cute侠,4 星,无论是剧情设计还是演员表演都相当成熟的一部作品，导演并没有运用过多的商业元素来呈现这样一个跌宕起伏的黑帮故事，而是把电影的重心放在了角色内心的转变上，通过李政宰饰演的卧底从自我挣扎到完成黑化的过程来体现极端环境下人性的脆弱。崔岷植在片中发挥不大，黄政民倒是一如既往的好。
TesLa,4 星,4.99星！
敏敏,5 星,最后他还是学会了最后他在最后教会他的那句话。
Tekki,5 星,非！常！好！看！完成度相当高，布局精致，细节完美，原声爆燃，韩影再次惊艳，本土票房能屡屡令好莱坞大片败兴而归真的不是偶然
hellohitty,5 星,被讲义气的大哥感动了！！！加一颗星，强推啊！
[已注销],3 星,"情義在心好小攻, 你可以安息了。你們家小受對你也是真愛, 他在悲痛中遵照你的遺言豹變了。"
依旧西兰花,4 星,比《柏林》好看~
ASAKA,5 星,警察一手创造的新世界，什么善，恶，界线早就模糊不清了。即便同类片已被港片拍烂了，韩国人依然能挖掘出不同的东西，切入点相当独到，尤其电梯一段，镜头从上往下俯拍，敌对方在狭小空间刀刃相向，逃无可逃垂死挣扎，几秒成人间地狱，就传统群殴对抗动作场面而言，非常独特，令人印象深刻。
嫣儿jinjun,4 星,心狠一点，才能活下去
舒不开坦克,5 星,值得一看的片子，卧底、背叛、兄弟情。
约会林嘉欣,4 星,你要错恋几多个他，付几倍代价，做牛做马先至练成这挥洒。
苗小,3 星,这就是面瘫者联盟么，不过结局很靠谱
vera,3 星,黄正民太棒了，收放自如。丁青的人设也很讨巧，重情重义，又心狠手辣。但整个电影来讲，总觉得哪里不太对劲儿，逻辑不够顺畅，因此削弱了感染力，至少没有触动我，当然，也可能8.0的评分让我有了太高期。很多人说李政宰演得好，我却恰恰觉得他不及格，他应该表现得更好。壮哉我大中华的黑客和朝族刀客
牛牛,4 星,这是怎样的感情啊~很好的结局 所以3星升4星~
Wonder,4 星,配乐相当带感，节奏恰到好处，海报颇具玩味。能找到很多经典元素，已经算是韩国黑帮类型片的典范了吧。
Haleyrink1897,4 星,曹英沃OST代表作
早安Lucifer,5 星,韩国黑帮片没得说啊。。配音极好的
前海一支剑,3 星,原本的卧底警察七弄八弄最后坐上黑帮老大的头把交椅，参加权力角逐的一共有4股势力，最终谁也没有胜利，最终的结果都不是自己想要的。特别是男主，早已厌倦卧底生涯，希望回归正常生活，但最后警察的身份没了，还成了彻底的黑道。故事荒诞感挺强，也挺讽刺，但人物内心挣扎写得不够，总体上缺乏亮点。
绎清尘,4 星,黑帮片最抒情了。
朝阳区陆依萍,3 星,个人觉得挺平庸的，要不是结尾，很难在加一星，画面很精致，有的部分很文艺，有情怀的黑帮片，对于人物的设置与心理变化都还不错，对于黑社会这一概念拆解的甚是独到，不幸的是，个人始终对这种片子不感冒，只能说一般。。另外，配乐尚可再加一星。
阿巴厮,3 星,不能因为结局好，就肯定全片的节奏啊，中间总觉得快脱节了，散沙一般，特别是崔岷植这个角色的设置，没有任何魅力可言，感觉只会张嘴说臭小子。最后的回忆也很多余，线索没铺开的嘛，不如不要讲。总的来说，排场不小，气场不大。
抽先桑,4 星,韩国黑帮片越来越有水准了
小个梨头,4 星,与吴彦祖的知法犯法比多了些许残酷与无奈
栗鬼,5 星,手要黑，心要狠，才能活下去啊
和运超,4 星,很不错，表演主题场面都不错
甜春宝,5 星,自作虐，不可活！
流浪の小圆头,4 星,韩版无间道，卧底最终选择要当黑帮老大
ken_zhang,5 星,《无间道》与《教父》的结合体，叙事不急不缓，但颇具张力。不得不佩服韩国电影的审查制度，这也正是韩国电影发展日益壮大的根本原因，鼎盛时期的最好代表作。
左眼看电影,4 星,《无间道》+《黑社会》，韩国用的不错，而且还是一黑到底的，演员演的很棒，就是情节松了点，高潮戏来的太慢。不过最厉害的还是中国黑客
一意孤行,4 星,韩版无间道
9楼2座,4 星,看片當中總覺得這片是幾部黑幫片的拼湊版本。但看完後覺得還是可以自成一章的
瑞儿,5 星,结局我猜到，煽情没猜到。这才是电影，是我们为之心动又心痛的东西。。
钟笑乂,4 星,这片哪里有无间道好看？？？？
小杂菜子,4 星,我嗅出了浓浓的基情。ps宋智孝在里面角色很奇怪。。可有可无啊
小西柚,4 星,韩国的商业片让人不能小觑啊
CC,4 星,还是没有超越啊⋯⋯三星半。
安短,4 星,黑社会+无间道，韩国这个路子玩得最野，什么黑吃黑、黑吃白、白吃黑、白吃白的，惹急了我通吃！都别逼逼
少年A,1 星,实在是没新意
心宽体胖美人张,4 星,好过瘾！！而且最后警察死了还挺好的
马赛克,4 星,我发现韩国的犯罪电影除了说的棒子话着实不喜欢，其他地方都蛮棒的。这电影也不外如是，剧情设置中规中矩，暴力场面血腥又不失含蓄，音乐简直是能感动人啊有木有，虽说是韩国版的无间道，但故事完全不同，结局也蛮另类的其实，梁朝伟的逆袭？
ZEricy,4 星,贵国黑客誉满全球！ 耳边萦绕的是色戒和锅匠的音乐，棒子应该是拿来主义集大成了
反正,4 星,3.5 时间过长 本可以更紧凑
小葡萄,4 星,后半段这心不错！4星半！有点教父的感觉
Luvlee,4 星,黄正民好帅
懿罂,4 星,人物由白变黑的内心挣扎再多点就更棒了。
孛尔只斤鱼,4 星,刚看完电影感触不大  觉得也就三星半偏四星的样子  看完其中一篇它和无间道对比的影评慢慢反后劲了  觉得真是部好片子  好东西果然是要人慢慢推敲 慢慢消化啊~   要是背景音乐 画面剪辑再牛些 换一批大牌  能比无间道还牛啊
麦兜不贰,5 星,暗黑无界，这个世界只有最狠的，才有资格活下去！！无间道+黑社会！！！
思维的版图,5 星,林雪，钟汉良，宋小宝
劳而获,3 星,情节好烂，动作场面很假。
朱利安,4 星,无间道和无间道风云是给我个机会我要做个好人，这部新世界是你让我做坏人，那我就坏到彻底。那两个卧底死的时候太揪心。全片张弛有度，两个小时不会闷。
書衣偵探華斯比,3 星,节奏真是慢呢……剧本一般，无甚波澜，全靠演员演技在撑，卷毛哥有点像宋小宝。片尾六年前的故事有点青春的感觉。
lzj1988,5 星,黑
暴富的女孩是我,3 星,山寨无间道?
小,4 星,哪有什么正义可言，挺住意味着一切……
幸运儿与脱身术,3 星,比起杜琪峰还是缺少些情怀
U 兔,3 星,冗长，套路，没新意，弄清楚关系之后基本做什么事我都能猜到下一步会怎样，搞得挺复杂，其实是个不能动脑子去看的片儿。节奏不太好，很多地方已经很明白了还交待太多，就不够酷。黄政民是个好演员。
血源2出了吗？,4 星,4.5 没有花俏的镜头语言 很直白 比无间道好看
SweetJanuary,3 星,有雷同，但到也有独到之处
铁志,4 星,近些年韩国最纯粹的黑帮片，一黑到底，取各国黑帮片之所长，完全没有你正我邪的调子，一片灰暗做派，十年卧底的子成一直靠自己是警察的道德信念坚忍着，直到他认清了这条界线其实并不存在。文绉绉的编导朴勋政，电影却格外阴郁，本片的角色塑造如洋葱般层层剥离的，耐人回味。
眠去,4 星,6.16你留下些什么
江湖遠人,3 星,主题音乐不错。
Jan,5 星,新瓶装旧酒也是很香的呢。配乐也棒。
Miho,1 星,尼玛节奏这么慢
透明,5 星,虎派大佬石东是被谁杀死的？？？
tangboss004,5 星,伟大的爱（基）情片，终于有了这种结局：既然只有两个人知道我的身份，那为什么不去干掉呢？
喬,3 星,拍黑帮片还是嫩了，台词有点中二病，后半段节奏好了很多……以后拍黑帮片冷静点，冷静点……
冲先生,3 星,"看到好多人，杜琪峰、林岭东、吴宇森、刘伟强、北野武。
片名应该叫    极恶非道黑社会巧遇古惑仔辣手神探之无间道中道。"
✟卡淡,4 星,狠~
鬼狗,4 星,好功课
nananana,4 星,结尾画蛇添足。剧情不够基情凑
要啥自行车,4 星,卧虎的全方位升级版嘛 不得不说棒子的电影近几年比咱们强太多了
ewquyy,4 星,神似《无间道》，一步步逼上梁山，结局早已注定，但过程足够精彩。丁青（黄政民）车库突围一场戏最为悲壮。近几年的韩国片中中国元素成了不可或缺的部分，跟《黄海》一样，中文依旧很蹩脚，延边的兄弟战斗力依然很强大。崔大叔老了很多。
巴比伦病孩纸,4 星,片子不错，人物刻画稍显单薄，剧情到后面有些仓促，可能是时长的关系。非常值得一看。唯一不爽的就是有那么一个桥段暗示“中国净是山寨货”。
Crouse,5 星,很喜欢这类黑帮题材的电影，韩国人的黑帮片自有其自己的特色。
居居,4 星,和《无间道》比，格局大了，博弈的趣味小了。暗黑。
走西,4 星,黑帮片的极限
坏爸爸s,4 星,反转意料之中却意犹未尽，电影拍得很精致，作为商业片可谓高水准~
v,4 星,丽水有真爱，延边多无赖！
猪·明,4 星,没有别人评论的那么好看，可是感觉很写实，卧底的久了，连自己是人是鬼也分不清了。
CP Wong™,4 星,比无间道高招1星，日防夜防家贼难防的哲理放置四海而皆准。李政宰很棒
阿底,4 星,是什么样的感情已经无关紧要，丁青这是在用自己的生命成全了李子成的前途啊！
兰瞅瞅,3 星,说好的无间道，给活生生拍成了古惑仔。看在导演把中国黑客吹得那么牛的份上，给你个及格分。
花小羽,3 星,模仿无间道却远没有无间道的缜密和宿命~  叙事节奏稍快 人物经历线索都不是特别清晰~~不过结局是亮点 警察反水当了龙头这样永远不会过审的情节棒子用得真生猛啊~~ 多说一句崔岷植 这个老戏骨表现的太精彩~~
复仇者的从容,4 星,不要高估道义，不要低估兄弟情谊。丁青真出彩。大天朝真活跃啊～
禾希食反,3 星,刚开始节奏太拖沓，后面就好了。还是很不错的黑帮片
王秋桦,4 星,看的真爽，无间道加教父
谷老师萌萌哒,4 星,关于一个卧底大爆发大逆袭的故事，总体只能说凑合，但是最后的一组六年前丽水的镜头，真是点睛！
麻油叶,4 星,看韩国犯罪片基本不会失望，不看韩剧，但是韩国电影真心觉得不错，不过始终超越不了追击者和黄海在我心中的地位。
江南以南,3 星,凑合
Cara,allstar20 rating,编剧那栏不是应该写麦兆辉么？
冥王星的灯笼裤,4 星,好棒。虽然看到丁青死我就知道结局怎样，但是前半段悬念迭起，后面畅快无比，最后结尾真是戳泪点啊。。。
酱爆,4 星,想要活着，就一定得狠。这句话对做任何事情都通用啊。
亚历山大俊,4 星,中国黑客又被吐槽了
Lonely,5 星,9.0/10 分。为非大团圆结局加一颗星。
Brook,5 星,结尾处理niubillty.所有的点都圆上。
共此灯烛光,5 星,很好
Baristina,5 星,NICE! 再次，韩国电影实在是…
FEi,4 星,结果倒也不出乎意料，黄正民演的真好，丁青这个角色很像港片里吴镇宇的人物性格。李政宰这位大叔太帅，只注意颜了。崔珉植的角色不怎么出彩，是为了塑造形象还是怎样，完全蹉跎成老爷爷了。这片子已经掌握了香港的黑帮篇所有要素啊。节奏也很好。感觉黑中国黑的完全没必要，中文也可以去掉
拾光漫步,4 星,无间道的模式，崔演的有点不如老男孩时的张力了，黄的演技不错
Ricky,5 星,配乐可以用完美来形容
一如往昔,4 星,似曾相识的情节，香港黑帮片棒子国版
阢陧,4 星,哦，我喜欢酱审儿的结局。。
free,1 星,韩国电影也有水军啊。。。。感觉还是黄海那种片子好 这种装B未遂反被操的片子真心无力
文心孤竹,4 星,"第49届百想艺术大赏 电影类 最佳男主角(提名) 黄政民
第50届韩国电影大钟奖 最佳影片(提名) 
第34届韩国电影青龙奖 最佳影片(提名)"
良,4 星,卧底的逆袭，故事讲的既完整又有节奏，丁青蹩脚的中文还需字幕解释，中国的山寨和黑客彻彻底底被黑了一回，最后的反转的确大快朵颐，这么玩儿才过瘾！很难得的不用费劲捋清人物关系和情节设定的一次观影旅程，很顺畅很爽！
墨鱼丸简称墨墨,4 星,这种结尾 只有韩国敢拍。没有女主的电影 无论如何也不会太差
张隐,3 星,觉得距离《无间道》《无间风云》还有很大差距，客观上忽视了警方的势力，把黑帮描绘的一手遮天，而最后又都被子成一个人全部做掉，丁青的爆发也过于突兀，拖泥带水有电视剧的节奏。
Cookie can,4 星,配乐太棒了！
大音希声,4 星,真真假假 好好坏坏
浮草,4 星,比起无间道还是差远了
李皇甫,4 星,韩版《无间道》，《黑社会》
三十七度二,5 星,李政宰太帅了吧啊西吧！！男神！这种结局韩国真敢拍！
乐山小佛,4 星,我承认即使是看到一半的时候，我还是带着极大的恶意来审视这个电影的。是抄，但是抄的很好，并且压根不是无间道。
